2000,2000,2000,0.016225,986.159741
3000,3000,3000,0.040679,1327.476115
4000,4000,4000,0.086811,1474.468218
5000,5000,5000,0.167570,1491.912937
6000,6000,6000,0.277722,1555.513506
7000,7000,7000,0.431204,1590.892787
8000,8000,8000,0.632474,1619.037989
9000,9000,9000,0.903079,1614.476372
10000,10000,10000,1.243591,1608.246407
11000,11000,11000,1.616889,1646.371960
12000,12000,12000,2.144240,1611.760063
13000,13000,13000,2.713143,1619.523899
14000,14000,14000,3.359885,1633.389053
15000,15000,15000,4.174000,1617.153623
16000,16000,16000,5.032085,1627.953377
17000,17000,17000,6.020819,1632.003909
18000,18000,18000,7.140551,1633.487476
19000,19000,19000,8.410297,1631.095864
20000,20000,20000,9.836325,1626.623773
